Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
CEFR-D2-C2,CEFR-D2-C2-L3,B1 ⭐⭐⭐ Intermediate,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #cccc00;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can connect phrases in a simple way in order to describe experiences and events, my dreams, hopes and ambitions.</li>
<li>I can briefly give reasons and explanations for opinions and plans.</li>
<li>I can narrate a story or relate the plot of a book or film and describe my reactions.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D2-C2,CEFR-D2-C2-L4,B2 ⭐⭐⭐⭐ Upper-Intermediate,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #007941;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can present clear, detailed descriptions on a wide range of subjects related to my field of interest.&nbsp;</li>
<li>I can explain a viewpoint on a topical issue giving the advantages and disadvantages of various options.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D2-C2,CEFR-D2-C2-L5,C1 ⭐⭐⭐⭐⭐ Advanced,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #4041fd;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can present clear, detailed descriptions of complex subjects integrating sub-themes, developing particular points and rounding off with an appropriate conclusion.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D2-C2,CEFR-D2-C2-L6,C2 ⭐⭐⭐⭐⭐⭐ Proficient,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #710291;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can present a clear, smoothly-flowing description or argument in a style appropriate to the context and with an effective logical structure which helps the recipient to notice and remember significant points.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L1,A1 ⭐ Beginner,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #b90002;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can write a short, simple postcard, for example sending holiday greetings.</li>
<li>I can fill in forms with personal details, for example entering my name, nationality and address on a hotel registration form.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L2,A2 ⭐⭐ Elementary,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #cc6401;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can write short, simple notes and messages relating to matters in areas of immediate needs.</li>
<li>I can write a very simple personal letter, for example thanking someone for something.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L3,B1 ⭐⭐⭐ Intermediate,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #cccc00;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can write simple connected text on topics which are familiar or of personal interest.&nbsp;</li>
<li>I can write personal letters describing experiences and impressions.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L4,B2 ⭐⭐⭐⭐ Upper-Intermediate,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #007941;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can write clear, detailed text on a wide range of subjects related to my interests.</li>
<li>I can write an essay or report, passing on information or giving reasons in support of or against a particular point of view.</li>
<li>I can write letters highlighting the personal significance of events and experiences.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L5,C1 ⭐⭐⭐⭐⭐ Advanced,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #4041fd;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can express myself in clear, well structured text, expressing points of view at some length.&nbsp;</li>
<li>I can write about complex subjects in a letter, an essay or a report, underlining what I consider to be the salient issues.&nbsp;</li>
<li>I can select style appropriate to the reader in mind.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,""
CEFR-D3-C1,CEFR-D3-C1-L6,C2 ⭐⭐⭐⭐⭐⭐ Proficient,"<div class=""container"" style=""border: solid 4px black; padding-top: 1em; background: #710291;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<ul>
<li>I can write clear, smoothly-flowing text in an appropriate style.&nbsp;</li>
<li>I can write complex letters, reports or articles which present a case with an effective logical structure which helps the recipient to notice and remember significant points.&nbsp;</li>
<li>I can write summaries and reviews of professional or literary works.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
